Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Brand
Kolkata,2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,,3.0,Maruti
Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,,6.5,Volkswagen
Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,,4.9,Volkswagen
Kochi,2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,5.4,Honda
Delhi,2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,59.38,24.0,Audi
Kochi,2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,,7.46,Tata
Kochi,2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,15.86,9.6,Volkswagen
Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,67.1,25.0,Audi
Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,,6.8,Nissan
Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,,8.59,Skoda
Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,,5.29,Ford
Pune,2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,,2.5,Tata
Chennai,2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,,13.9,Mercedes-Benz
Jaipur,2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,,20.0,Toyota
Delhi,2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,,3.4,Honda
Mumbai,2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,5.5,Hyundai
Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,,3.65,Volkswagen
Kochi,2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,,5.86,Ford
Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,14.1,10.44,Ford
Bangalore,2013,58291,Diesel,Manual,First,17.8,1248.0,,5.0,,5.0,Maruti
Coimbatore,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,3.37,Hyundai
Delhi,2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,,6.95,Toyota
Mumbai,2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,12.22,9.9,Tata
Hyderabad,2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,,3.3,Ford
Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,,50.5,Porsche
Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,,12.5,Hyundai
Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,,20.5,Audi
Kolkata,2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,14.5,Mahindra
Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,33.68,20.0,Isuzu
Delhi,2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.25,Maruti
Kolkata,2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,,5.9,Maruti
Pune,2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.6,Hyundai
Chennai,2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,,11.0,Mercedes-Benz
Pune,2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,,15.5,BMW
Jaipur,2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,,5.75,Hyundai
Hyderabad,2015,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,,75.0,Jaguar
Chennai,2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,,2.0,Maruti
Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,,2.3,Hyundai
Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,,8.2,Toyota
Kolkata,2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,4.8,Hyundai
Mumbai,2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,,8.5,Mercedes-Benz
Chennai,2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,2.9,Ford
Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,19.27,6.5,Toyota
Jaipur,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.96,5.85,Hyundai
Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,26.95,23.91,Jeep
Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,7.96,7.36,Maruti
Pune,2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,17.25,Toyota
Jaipur,2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,7.0,Volkswagen
Mumbai,2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,23.06,17.65,Toyota
Jaipur,2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,,2.5,Ford
Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,9.58,6.0,Toyota
Mumbai,2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,,8.25,Mahindra
Kochi,2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,,44.83,Land
Delhi,2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,,10.5,BMW
Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,,1.9,Hyundai
Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,,4.25,Maruti
Chennai,2014,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,,26.5,Jaguar
Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,,22.5,Audi
Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,3.3,Nissan
Jaipur,2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,,4.3,Honda
Chennai,2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,,5.25,Renault
Jaipur,2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,,11.75,Toyota
Ahmedabad,2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.25,Honda
Delhi,2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,,14.22,Mercedes-Benz
Chennai,2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,,4.2,Toyota
Delhi,2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,20.8,18.25,Toyota
Bangalore,2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,,18.5,Mercedes-Benz
Chennai,2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,,2.4,Maruti
Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,,6.5,Maruti
Hyderabad,2014,56000,LPG,Manual,First,13.45,1086.0,62.1,5.0,,3.2,Hyundai
Mumbai,2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,3.99,Maruti
Kochi,2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,5.45,Ford
Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,,2.7,Tata
Mumbai,2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,,6.25,Honda
Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,13.28,Mahindra
Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,3.7,Nissan
Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,,39.51,Mercedes-Benz
Hyderabad,2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,,1.4,Tata
Kolkata,2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,3.5,Maruti
Jaipur,2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,,3.78,Maruti
Pune,2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,,2.7,Tata
Kolkata,2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,3.2,Honda
Delhi,2016,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,,5.0,Maruti
Chennai,2012,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,,7.0,Maruti
Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,,2.85,Hyundai
Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,6.78,4.25,Nissan
Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,,4.9,Hyundai
Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.91,16.9,Jeep
Delhi,2014,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,,4.25,Volkswagen
Pune,2015,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,,4.34,Honda
Kolkata,2012,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,,17.0,BMW
Kochi,2017,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,,28.45,BMW
Kochi,2014,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,,6.15,Honda
Kochi,2014,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,,9.25,Mahindra
Delhi,2015,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,4.85,Maruti
Jaipur,2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,4.8,Maruti
Pune,2012,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,,2.3,Honda
Mumbai,2016,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,4.75,Hyundai
Pune,2017,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8.93,5.0,Tata
Jaipur,2015,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.5,Hyundai
Mumbai,2017,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,5.95,Hyundai
Delhi,2014,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,,16.0,Volvo
Delhi,2014,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.15,Ford
Hyderabad,2014,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,,4.05,Maruti
Hyderabad,2010,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,,3.1,Hyundai
Hyderabad,2013,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,7.97,5.49,Maruti
Coimbatore,2010,42400,Petrol,Automatic,Third,8.0,4806.0,394.3,4.0,,42.91,Porsche
Jaipur,2015,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,,5.7,Maruti
Kolkata,2014,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,2.85,Honda
Bangalore,2012,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,,2.35,Chevrolet
Coimbatore,2018,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,,14.76,Hyundai
Pune,2008,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,,2.25,Honda
Mumbai,2016,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,,3.65,Maruti
Delhi,2016,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,,7.25,Ford
Hyderabad,2010,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,,10.69,BMW
Mumbai,2014,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,,5.5,Hyundai
Chennai,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,,5.1,Toyota
Mumbai,2014,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.04,3.25,Maruti
Mumbai,2018,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,11.66,9.25,Maruti
Hyderabad,2008,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.7,Maruti
Kochi,2010,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,,2.87,Maruti
Bangalore,2009,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,,17.75,BMW
Kolkata,2017,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,7.35,4.5,Mahindra
Bangalore,2008,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,,2.95,Hyundai
Pune,2007,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,,2.6,Honda
Hyderabad,2010,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.0,Hyundai
Ahmedabad,2014,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,,15.5,Mercedes-Benz
Pune,2011,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,,2.8,Toyota
Kolkata,2010,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,2.5,Honda
Bangalore,2014,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.75,Maruti
Pune,2010,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,6.99,2.8,Maruti
Kolkata,2014,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,4.59,Hyundai
Pune,2012,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,3.65,Maruti
Mumbai,2015,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,,19.85,Toyota
Pune,2018,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,23.89,18.5,Jeep
Hyderabad,2017,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,6.95,Hyundai
Delhi,2014,48500,CNG,Manual,Second,26.6,998.0,58.16,5.0,,2.85,Maruti
Jaipur,2012,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,,3.75,Tata
Jaipur,2008,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,,2.3,Maruti
Kolkata,2016,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,,2.3,Tata
Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.27,5.95,Maruti
Kolkata,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,3.49,Maruti
Coimbatore,2016,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,,47.7,BMW
Coimbatore,2015,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,6.43,Volkswagen
Bangalore,2011,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,,4.5,Tata
Kolkata,2018,2971,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,,39.75,Mini
Kolkata,2015,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,,4.0,Ford
Ahmedabad,2015,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,6.98,Honda
Delhi,2006,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,,1.75,Hyundai
Delhi,2013,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,,4.75,Skoda
Hyderabad,2016,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,23.5,Toyota
Hyderabad,2014,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,7.49,Hyundai
Hyderabad,2015,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,10.85,Mahindra
Mumbai,2017,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,,3.5,Renault
Bangalore,2015,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,,6.3,Hyundai
Bangalore,2012,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,,6.75,Honda
Coimbatore,2017,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,,28.88,Ford
Kochi,2016,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,,14.23,Skoda
Mumbai,2012,37000,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,,15.0,BMW
Mumbai,2013,53000,CNG,Manual,First,22.8,1373.0,80.9,7.0,,5.8,Maruti
Jaipur,2013,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,3.75,Maruti
Jaipur,2005,120000,Petrol,Manual,First,0.0,1086.0,,5.0,,1.15,Hyundai
Jaipur,2011,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,,12.75,Toyota
Mumbai,2009,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,,1.95,Maruti
Mumbai,2018,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,,4.95,Tata
Delhi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,8.25,Honda
Hyderabad,2013,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,,20.99,BMW
Hyderabad,2010,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,,17.5,Mercedes-Benz
Kochi,2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.88,5.36,Maruti
Delhi,2014,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,,6.35,Maruti
Kolkata,2011,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,2.95,Hyundai
Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,,55.7,Land
Kolkata,2009,60170,Petrol,Manual,First,0.0,1086.0,62.0,5.0,,1.15,Hyundai
Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,,37.5,Mercedes-Benz
Kochi,2017,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,4.07,Hyundai
Kolkata,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,2.99,Volkswagen
Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,,7.9,Maruti
Mumbai,2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,,7.49,Renault
Jaipur,2009,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,,1.1,Tata
Delhi,2016,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,,56.0,Mercedes-Benz
Mumbai,2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,8.84,3.5,Hyundai
Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,,3.0,Hyundai
Mumbai,2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,6.1,Hyundai
Bangalore,2010,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,,2.25,Ford
Chennai,2016,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,5.95,Maruti
Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,,4.95,Renault
Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,,5.49,Volkswagen
Delhi,2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,52.46,6.67,BMW
Ahmedabad,2015,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,,6.25,Skoda
Ahmedabad,2005,58000,Petrol,Manual,Second,0.0,999.0,,5.0,,1.51,Hyundai
Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,,34.88,Audi
Jaipur,2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,,6.9,Maruti
Kolkata,2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,,5.99,Honda
Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,,10.4,Mercedes-Benz
Pune,2012,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,,29.0,Audi
Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,11.67,5.85,Mahindra
Kochi,2006,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,,2.21,Honda
Mumbai,2010,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,,2.4,Maruti
Pune,2009,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,,3.0,Toyota
Pune,2012,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,,3.75,Volkswagen
Pune,2015,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.95,Hyundai
Hyderabad,2011,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,,5.8,Skoda
Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,4.9,Maruti
Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,22.37,16.95,Toyota
Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,,12.5,Toyota
Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,,5.0,Tata
Mumbai,2015,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,12.02,4.68,Skoda
Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,,29.8,Ford
Kochi,2017,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,3.95,3.46,Renault
Pune,2012,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,4.0,Hyundai
Chennai,2012,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,,4.5,Skoda
Kochi,2013,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,,5.87,Toyota
Delhi,2015,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,,9.5,Mahindra
Chennai,2013,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,,32.5,Audi
Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,,3.88,Chevrolet
Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,48.79,13.08,BMW
Delhi,2012,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,3.5,Nissan
Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,,3.5,Honda
Bangalore,2010,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,,4.45,Hyundai
Jaipur,2015,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,,2.35,Maruti
Kolkata,2015,480000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,5.0,Honda
Kolkata,2012,24720,Diesel,Automatic,Second,0.0,2967.0,241.4,5.0,,28.0,Audi
Chennai,2007,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,,2.0,Ford
Mumbai,2015,57000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,6.35,Hyundai
Kochi,2015,41057,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,,24.63,Mercedes-Benz
Pune,2012,92000,CNG,Manual,Second,26.2,998.0,58.2,5.0,,3.0,Maruti
Chennai,2016,20000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,,7.9,Ford
Mumbai,2011,52359,Petrol,Manual,First,18.5,1197.0,80.0,5.0,,3.25,Hyundai
Delhi,2016,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,,8.25,Honda
Kolkata,2011,39002,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,2.85,Nissan
Pune,2010,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,,3.2,Ford
Kolkata,2013,45000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,,1.75,Nissan
Kolkata,2013,41300,Diesel,Manual,First,17.8,1248.0,,5.0,,3.38,Maruti
Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,,5.75,Honda
Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,,4.7,Skoda
Hyderabad,2017,21260,Petrol,Manual,First,14.0,796.0,35.0,5.0,,2.9,Maruti
Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396.0,88.8,5.0,,4.25,Hyundai
Chennai,2017,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,,14.5,Hyundai
Kochi,2016,45725,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,5.34,Maruti
Jaipur,2014,105000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,3.85,Maruti
Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,8.5,Toyota
Mumbai,2016,135000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,4.2,Hyundai
Delhi,2016,67000,Diesel,Manual,First,20.77,1248.0,88.7,7.0,,6.75,Maruti
Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,,26.0,Ford
Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,8.61,Hyundai
Mumbai,2009,47000,Petrol,Manual,First,19.0,998.0,67.1,5.0,,1.46,Maruti
Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,,2.8,Maruti
Kochi,2018,44202,CNG,Manual,First,32.26,998.0,58.2,4.0,4.66,4.0,Maruti
Mumbai,2014,58000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,5.47,Honda
Mumbai,2009,60000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,,2.45,Maruti
Hyderabad,2014,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,,21.5,BMW
Mumbai,2010,41195,Petrol,Manual,First,15.0,1368.0,90.0,5.0,,1.38,Tata
Chennai,2016,89000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,13.5,Mahindra
Bangalore,2009,60510,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,,3.1,Hyundai
Mumbai,2016,8500,Petrol,Manual,First,21.4,1197.0,83.1,5.0,,5.49,Maruti
Kochi,2017,35981,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.29,9.51,Maruti
Mumbai,2012,23152,Petrol,Manual,First,15.6,1196.0,70.02,5.0,,2.39,Ford
Delhi,2014,74663,CNG,Manual,First,33.54,998.0,67.04,5.0,5.35,3.25,Maruti
Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,,5.65,Volkswagen
Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489.0,93.7,7.0,,1.85,Mahindra
Kochi,2019,14298,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,1.36,2.02,Porsche
Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,5.8,Maruti
Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199.0,74.0,5.0,,6.9,Volkswagen
Chennai,2013,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,,5.35,Hyundai
Bangalore,2010,56000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,2.85,Hyundai
Chennai,2014,81000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,,22.75,Mercedes-Benz
Jaipur,1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,,0.45,Maruti
Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,4.64,Hyundai
Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,5.27,Honda
Jaipur,2016,36000,Diesel,Manual,First,14.1,2179.0,148.0,7.0,,10.0,Tata
Mumbai,2015,22000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,6.23,3.95,Honda
Kochi,2010,30754,Petrol,Manual,First,17.0,1197.0,80.0,5.0,,3.38,Hyundai
Coimbatore,2018,37109,Petrol,Manual,First,14.69,1390.0,120.33,5.0,,16.8,Volkswagen
